id,賃料,区名,区名地価変換,最寄駅徒歩分数,部屋数,L,D,K,S,LDK,DK,R,築総月数,面積数字,何階建数字,バストイレランク,キッチンランク,BSアンテナ,エレベーター,設備ランク,設備ランクエレベータ込み,設備ランクエレベータBS込み,RC（鉄筋コンクリート）,木造
6682,95900,墨田区,60,9,1,0,0,1,0,0,0,0,29,27.94,8,5,1,1,0,6,6,7,1,0
6683,120000,板橋区,54,5,1,0,0,1,0,0,0,0,2,23.25,4,4,1,0,0,2,2,2,1,0
6684,91500,墨田区,60,7,1,0,0,1,0,0,0,0,73,26.26,8,5,1,1,1,6,7,8,1,0
6685,59000,足立区,41,7,1,0,0,0,0,0,0,1,17,16.4,3,5,0,0,0,3,3,3,0,1
6686,78000,新宿区,368,10,1,0,0,1,0,0,0,0,362,18.88,5,0,0,0,1,3,4,4,0,0
6687,99100,豊島区,169,4,1,0,0,1,0,0,0,0,2,25.29,4,5,1,0,1,4,5,5,1,0
6688,90000,杉並区,69,9,1,0,0,1,0,0,0,0,188,20.59,9,2,1,1,1,1,2,3,1,0
6689,100000,墨田区,60,5,1,0,0,1,0,0,0,0,2,31.16,12,5,1,0,1,4,5,5,1,0
6690,88000,江戸川区,43,10,2,0,1,1,0,0,1,0,281,48.26,1,3,0,0,0,1,1,1,0,0
6691,117500,練馬区,45,11,1,1,1,1,0,1,0,0,80,46.81,2,6,2,1,0,3,3,4,0,0
6692,55000,杉並区,69,10,1,0,0,0,0,0,0,1,349,20.46,2,2,0,0,0,1,1,1,0,0
6693,68000,品川区,98,2,2,0,0,1,0,0,0,0,327,24,2,0,0,0,0,2,2,2,0,1
6694,52000,葛飾区,37,4,1,0,0,0,0,0,0,1,379,17.29,5,0,-1,0,0,3,3,3,0,0
6695,63000,世田谷区,71,9,1,0,0,0,0,0,0,1,394,18.44,4,0,0,0,0,3,3,3,1,0
6696,84400,墨田区,60,4,1,0,0,1,0,0,0,0,142,21.82,9,3,1,1,1,6,7,8,1,0
6697,101500,大田区,56,6,1,0,0,1,0,0,0,0,7,25.66,6,6,1,1,1,4,5,6,1,0
6699,97000,練馬区,45,5,3,0,1,1,0,0,1,0,467,51.35,2,2,0,0,0,3,3,3,1,0
6700,57000,中野区,88,11,1,0,0,0,0,0,0,1,340,11.13,2,0,0,0,0,0,0,0,0,1
6704,109000,文京区,128,5,1,0,0,1,0,0,0,0,163,23.92,12,5,1,0,1,6,7,7,1,0
6705,110000,品川区,98,9,1,0,0,1,0,0,0,0,2,22,3,5,1,0,0,4,4,4,1,0
6706,32000,北区,68,5,1,0,0,0,0,0,0,1,686,10.01,1,1,0,0,0,0,0,0,0,1
6707,115500,品川区,98,3,1,0,0,0,0,0,0,1,151,26.85,3,5,1,1,0,4,4,5,1,0
6709,196000,中央区,610,4,1,1,1,1,0,1,0,0,3,40.08,12,6,3,1,1,6,7,8,1,0
6710,188000,目黒区,116,10,1,1,1,1,0,1,0,0,199,50.18,9,5,1,1,1,5,6,7,0,0
6711,107000,世田谷区,71,12,2,0,1,1,0,0,1,0,365,42.53,3,3,0,1,0,6,6,7,0,0
6712,61000,杉並区,69,6,1,0,0,1,0,0,0,0,355,15.3,2,0,0,0,0,2,2,2,0,1
6713,124000,板橋区,54,4,2,0,1,1,0,0,1,0,101,38.26,8,4,1,1,1,3,4,5,1,0
6714,106800,足立区,41,6,1,1,1,1,0,1,0,0,30,45.36,3,6,3,1,0,5,5,6,0,0
6715,80500,練馬区,45,15,1,0,0,1,0,0,0,0,0,30,2,6,2,1,0,4,4,5,0,1
6716,73000,北区,68,4,1,0,0,1,0,0,0,0,161,24.8,2,2,0,1,0,3,3,4,0,1
6717,67000,文京区,128,5,1,0,0,1,0,0,0,0,345,15.67,2,0,0,0,0,4,4,4,0,0
6718,93000,墨田区,60,7,1,0,0,1,0,0,0,0,117,22.44,8,4,1,1,1,6,7,8,1,0
6719,151000,大田区,56,3,1,0,1,1,0,0,1,0,138,35.12,15,4,0,0,1,0,1,1,1,0
6720,99000,千代田区,504,3,1,0,0,0,0,0,0,1,215,22.21,11,5,1,0,1,6,7,7,0,0
6721,157000,新宿区,368,4,1,0,0,0,0,0,0,1,1,36.45,10,6,1,0,1,3,4,4,1,0
6722,98500,足立区,41,6,1,1,1,1,0,1,0,0,3,43.42,3,2,2,1,0,1,1,2,0,0
6723,75000,足立区,41,11,3,0,1,1,0,0,1,0,472,45.28,2,2,0,0,0,2,2,2,0,1
6724,79000,板橋区,54,4,1,0,0,1,0,0,0,0,174,26.5,2,3,1,0,0,4,4,4,0,1
6725,139000,杉並区,69,8,3,1,1,1,0,1,0,0,561,64.79,3,4,0,0,0,3,3,3,1,0
6726,127000,品川区,98,3,1,0,1,1,0,0,1,0,0,32.49,4,6,1,1,0,5,5,6,1,0
6728,161000,大田区,56,4,1,1,1,1,0,1,0,0,1,40.31,5,3,1,0,1,4,5,5,1,0
6729,93000,墨田区,60,10,1,1,1,1,0,1,0,0,221,37.35,5,1,0,0,0,3,3,3,0,0
6730,135000,港区,423,5,1,0,0,1,0,0,0,0,1,25.9,11,5,1,0,1,5,6,6,1,0
6731,60000,江戸川区,43,8,2,0,0,1,0,0,0,0,411,32.4,2,2,0,0,0,2,2,2,0,1
6732,110000,渋谷区,392,8,1,0,0,0,0,0,0,1,2,25.16,4,4,1,1,0,2,2,3,1,0
6733,108000,世田谷区,71,3,1,0,1,1,0,0,1,0,332,32.6,6,1,0,0,0,4,4,4,0,0
6734,148000,板橋区,54,10,3,0,1,1,1,0,1,0,355,105.58,3,3,1,0,0,2,2,2,1,0
6735,48000,足立区,41,15,1,0,0,0,0,0,0,1,581,23.88,3,0,1,0,0,1,1,1,0,0
6736,68000,葛飾区,37,8,1,0,1,1,0,0,1,0,389,24.11,6,1,0,0,1,3,4,4,0,0
6737,72000,墨田区,60,1,1,0,0,0,0,0,0,1,329,24.51,7,0,0,1,1,6,7,8,0,0
6738,159000,板橋区,54,4,3,1,1,1,0,1,0,0,233,64.47,15,4,2,1,1,3,4,5,0,0
6739,70000,豊島区,169,5,1,0,0,0,0,0,0,1,394,18,3,0,-1,0,0,1,1,1,0,0
6740,52000,世田谷区,71,5,1,0,0,1,0,0,0,0,532,24.84,2,2,0,0,0,0,0,0,0,1
6741,75000,北区,68,4,1,0,0,1,0,0,0,0,192,22.39,2,2,-1,0,0,2,2,2,0,1
6742,66000,目黒区,116,8,1,0,0,0,0,0,0,1,387,17.41,2,0,0,0,0,0,0,0,0,1
6743,80000,練馬区,45,7,1,0,0,0,0,0,0,1,0,20.01,5,5,0,0,1,3,4,4,1,0
6744,60000,豊島区,169,5,1,0,0,0,0,0,0,1,343,15,3,1,0,0,0,2,2,2,0,0
6745,74500,葛飾区,37,13,1,0,0,1,0,0,0,0,154,25.26,2,4,-1,1,0,5,5,6,0,0
6746,53000,北区,68,9,1,0,0,1,0,0,0,0,474,21,2,0,0,0,0,1,1,1,0,1
6747,94000,荒川区,66,2,1,0,0,1,0,0,0,0,26,25.85,5,5,1,0,1,5,6,6,1,0
6749,190000,港区,423,4,1,1,1,1,0,1,0,0,56,38.46,3,6,1,1,0,7,7,8,0,0
6750,92000,練馬区,45,5,1,0,1,1,0,0,1,0,5,31.16,3,4,-1,0,0,4,4,4,0,1
6751,159000,江戸川区,43,10,2,1,1,1,0,1,0,0,163,67.2,10,4,3,1,1,6,7,8,1,0
6752,177000,江東区,62,8,2,1,1,1,0,1,0,0,198,68.32,14,4,2,0,1,6,7,7,0,0
6753,53000,品川区,98,5,1,0,0,1,0,0,0,0,660,20,2,0,0,0,0,2,2,2,0,1
6754,113000,江東区,62,7,1,0,1,1,0,0,1,0,224,33.97,6,2,2,1,1,6,7,8,1,0
6756,109000,品川区,98,8,1,0,0,1,0,0,0,0,204,28.53,6,5,0,1,0,5,5,6,1,0
6757,102000,渋谷区,392,10,1,0,0,1,0,0,0,0,192,27.65,7,1,-1,0,1,3,4,4,1,0
6758,129000,港区,423,5,1,0,0,0,0,0,0,1,448,34,10,4,1,0,1,5,6,6,1,0
6759,169000,港区,423,2,1,1,1,1,0,1,0,0,186,38.75,15,1,1,1,1,5,6,7,1,0
6760,117000,練馬区,45,8,1,1,1,1,0,1,0,0,0,45.73,4,6,2,0,0,5,5,5,0,0
6761,52000,世田谷区,71,4,1,0,0,0,0,0,0,1,361,18.5,2,0,0,0,0,0,0,0,0,1
6762,190000,江東区,62,8,1,1,1,1,0,1,0,0,56,45.38,33,5,3,1,1,7,8,9,1,0
6763,67000,世田谷区,71,5,1,0,0,1,0,0,0,0,186,20.28,2,1,0,0,0,4,4,4,0,1
6764,90000,世田谷区,71,5,1,0,0,1,0,0,0,0,89,25.61,3,5,0,0,0,3,3,3,0,0
6765,81000,荒川区,66,8,1,0,0,1,0,0,0,0,209,25,10,2,-1,1,1,2,3,4,0,0
6766,158000,品川区,98,4,1,1,1,1,0,1,0,0,78,41.85,8,5,1,1,1,4,5,6,1,0
6767,94000,世田谷区,71,10,1,0,0,0,0,0,0,1,5,23.34,3,4,0,0,0,3,3,3,0,1
6768,64000,練馬区,45,4,1,0,0,1,0,0,0,0,361,22,2,0,-1,0,0,2,2,2,0,1
6769,98000,足立区,41,15,3,0,0,1,0,0,0,0,312,55,6,2,2,1,1,5,6,7,1,0
6770,136000,品川区,98,9,2,1,1,1,0,1,0,0,388,52.49,2,2,0,0,0,1,1,1,0,1
6771,37000,足立区,41,19,1,0,0,0,0,0,0,1,375,14.02,2,0,0,0,0,2,2,2,0,1
6772,64000,葛飾区,37,11,1,0,0,1,0,0,0,0,336,23.39,3,2,0,0,0,5,5,5,0,0
6773,104500,大田区,56,6,1,0,0,1,0,0,0,0,7,25.66,6,5,1,1,1,5,6,7,1,0
6774,76000,江戸川区,43,2,2,0,1,1,0,0,1,0,631,42.12,4,1,0,0,0,5,5,5,1,0
6775,110000,杉並区,69,10,2,0,1,1,0,0,1,0,591,43.55,2,4,0,0,0,3,3,3,1,0
6776,146000,渋谷区,392,7,1,0,0,1,0,0,0,0,223,27.12,10,3,0,1,1,5,6,7,0,0
6778,158000,新宿区,368,2,1,1,1,1,0,1,0,0,0,32.26,12,5,1,1,1,5,6,7,1,0
6779,122000,中央区,610,3,1,0,1,1,0,0,1,0,270,35.42,9,4,1,1,1,5,6,7,1,0
6780,67000,世田谷区,71,9,1,0,0,0,0,0,0,1,15,11.02,2,1,-1,1,0,4,4,5,0,1
6781,200000,世田谷区,71,10,2,1,1,1,0,1,0,0,197,69.03,7,6,2,0,1,4,5,5,1,0
6782,68000,江戸川区,43,14,2,0,1,1,0,0,1,0,310,36,2,2,0,0,0,2,2,2,0,0
6783,160000,中野区,88,5,2,1,1,1,0,1,0,0,388,54.13,6,4,1,0,1,5,6,6,1,0
6785,147000,豊島区,169,8,1,0,1,1,0,0,1,0,4,30.6,5,4,1,1,1,1,2,3,1,0
6786,75600,大田区,56,6,1,0,0,1,0,0,0,0,182,20.25,5,3,1,1,1,4,5,6,1,0
6787,60000,大田区,56,4,1,0,0,1,0,0,0,0,389,16.51,5,0,-1,0,1,2,3,3,1,0
6788,127000,目黒区,116,10,1,0,0,0,0,0,0,1,3,26.01,3,0,1,0,0,4,4,4,1,0
6789,70000,板橋区,54,15,2,0,1,1,0,0,1,0,399,36,4,1,0,0,0,3,3,3,1,0
6790,119000,豊島区,169,7,2,1,1,1,0,1,0,0,357,51.21,4,3,0,0,0,5,5,5,1,0
6791,92000,渋谷区,392,3,1,0,0,0,0,0,0,1,191,32.18,15,1,1,1,1,4,5,6,0,0
6792,148000,目黒区,116,14,1,1,1,1,0,1,0,0,31,44.32,3,4,2,1,1,4,5,6,0,0
6793,83000,品川区,98,9,1,0,0,1,0,0,0,0,162,20.13,13,2,1,0,1,5,6,6,1,0
6794,130000,大田区,56,2,1,1,1,1,0,1,0,0,161,37.27,4,5,3,1,1,7,8,9,1,0
6795,139500,港区,423,5,1,0,0,0,0,0,0,1,25,25.69,4,5,1,0,1,6,7,7,1,0
6796,101000,中野区,88,8,1,0,0,1,0,0,0,0,105,25.17,4,6,1,1,0,6,6,7,1,0
6797,98500,荒川区,66,9,1,0,0,1,0,0,0,0,97,28.17,6,5,1,1,1,5,6,7,1,0
6798,53000,板橋区,54,3,1,0,0,0,0,0,0,1,388,17.08,4,0,0,0,0,1,1,1,1,0
6799,132000,中野区,88,6,3,1,1,1,0,1,0,0,227,55.68,3,4,0,1,0,6,6,7,1,0
6800,111500,港区,423,2,1,0,0,1,0,0,0,0,3,25.92,13,4,1,0,0,6,6,6,1,0
6801,153000,渋谷区,392,4,1,1,1,1,0,1,0,0,3,33.57,13,6,3,0,1,6,7,7,1,0
6802,125000,江東区,62,3,1,0,0,1,0,0,0,0,1,25.52,8,5,1,1,1,5,6,7,1,0
6803,72000,練馬区,45,7,1,0,0,1,0,0,0,0,0,16.64,3,3,1,0,0,3,3,3,0,1
6804,171000,足立区,41,9,2,1,1,1,0,1,0,0,0,54.57,7,0,0,0,0,0,0,0,1,0
6805,77000,江戸川区,43,4,1,0,0,1,0,0,0,0,230,25.85,8,1,1,1,1,5,6,7,0,0
6807,176000,練馬区,45,3,2,1,1,1,0,1,0,0,180,70,5,5,2,0,1,3,4,4,1,0
6808,83000,豊島区,169,7,1,0,0,1,0,0,0,0,233,20.59,7,2,1,0,1,5,6,6,1,0
6809,79000,世田谷区,71,9,1,0,0,1,0,0,0,0,149,24.42,2,3,1,0,0,3,3,3,0,0
6810,47000,江戸川区,43,10,1,0,0,0,0,0,0,1,398,15,2,1,1,0,0,2,2,2,0,1
6811,65000,杉並区,69,4,1,0,0,0,0,0,0,1,661,21,5,1,0,0,0,1,1,1,1,0
6812,157000,豊島区,169,3,1,1,1,1,0,1,0,0,3,31.05,10,6,1,0,1,7,8,8,1,0
6813,77000,練馬区,45,4,1,0,0,1,0,0,0,0,353,23.46,4,1,0,0,0,3,3,3,1,0
6814,103000,練馬区,45,15,1,1,1,1,0,1,0,0,115,43.06,3,6,1,0,0,5,5,5,1,0
6815,105000,板橋区,54,1,2,0,1,1,0,0,1,0,431,39.6,6,2,0,0,1,3,4,4,1,0
6816,98000,江東区,62,15,1,0,0,1,0,0,0,0,0,25.77,8,4,1,1,1,4,5,6,1,0
6817,173000,江東区,62,6,1,1,1,1,0,1,0,0,138,50.47,14,6,2,1,1,6,7,8,1,0
6818,115000,練馬区,45,5,2,1,1,1,0,1,0,0,341,55,7,2,3,0,1,3,4,4,1,0
6819,130000,品川区,98,6,1,0,0,0,0,0,0,1,1,30.13,4,4,0,1,0,3,3,4,1,0
6820,138000,中央区,610,8,2,1,1,1,0,1,0,0,363,50.56,10,3,2,1,1,6,7,8,0,0
6821,56000,葛飾区,37,5,1,0,0,1,0,0,0,0,283,18.3,3,1,-1,0,0,3,3,3,0,0
6822,160000,世田谷区,71,12,1,1,1,1,0,1,0,0,21,59.65,2,5,3,0,0,3,3,3,0,1
6823,73000,台東区,150,9,1,0,0,0,0,0,0,1,0,18.48,3,6,1,0,0,2,2,2,0,0
6824,141000,大田区,56,3,1,1,1,1,0,1,0,0,6,35.84,4,4,1,0,0,2,2,2,1,0
6825,82500,足立区,41,10,1,0,0,1,0,0,0,0,47,25.35,10,2,1,1,1,2,3,4,1,0
6826,81000,練馬区,45,2,1,0,0,0,0,0,0,1,67,25.03,5,2,1,0,0,3,3,3,1,0
6827,101000,杉並区,69,9,1,0,0,1,0,0,0,0,52,25.54,4,5,1,1,1,4,5,6,1,0
6828,82000,江東区,62,2,1,0,0,0,0,0,0,1,34,19.6,3,2,0,0,0,2,2,2,0,1
6829,63000,新宿区,368,6,1,0,0,1,0,0,0,0,436,21.21,2,3,0,0,0,3,3,3,0,0
6830,175000,大田区,56,11,2,1,1,1,0,1,0,0,1,66.92,3,5,3,0,0,6,6,6,0,0
6831,155000,世田谷区,71,2,1,0,1,1,0,0,1,0,138,42.9,5,6,2,1,1,6,7,8,1,0
6832,125000,豊島区,169,3,1,0,1,1,0,0,1,0,180,31.44,11,3,1,1,1,5,6,7,1,0
6833,80000,世田谷区,71,3,1,0,0,1,0,0,0,0,182,22.57,5,1,1,0,0,5,5,5,1,0
6834,90000,江戸川区,43,13,3,0,1,1,0,0,1,0,305,52.65,3,2,0,0,0,3,3,3,0,0
6835,76000,豊島区,169,3,1,0,0,1,0,0,0,0,170,25.2,3,2,0,0,1,4,5,5,1,0
6836,83500,練馬区,45,10,1,0,0,1,0,0,0,0,1,25.83,9,5,1,1,1,6,7,8,1,0
6837,99000,墨田区,60,5,1,0,0,1,0,0,0,0,2,26.1,12,5,1,0,1,3,4,4,1,0
6838,79000,世田谷区,71,10,1,0,0,1,0,0,0,0,156,23.4,2,1,0,0,0,2,2,2,0,0
6839,97000,目黒区,116,6,1,0,0,1,0,0,0,0,173,18.32,4,4,1,1,0,6,6,7,0,0
6841,79000,葛飾区,37,7,1,0,0,0,0,0,0,1,31,32.29,3,4,0,0,0,3,3,3,0,1
6842,119000,品川区,98,8,1,0,0,1,0,0,0,0,139,26.55,3,2,1,0,0,3,3,3,1,0
6843,117500,中央区,610,2,1,0,0,1,0,0,0,0,1,26.26,7,4,1,1,1,6,7,8,1,0
6844,83500,足立区,41,8,1,1,1,1,0,1,0,0,121,41.25,3,3,0,0,0,3,3,3,0,0
6845,93000,練馬区,45,19,2,1,1,1,0,1,0,0,221,49.71,3,2,2,0,0,3,3,3,0,0
6847,87000,中野区,88,7,1,0,0,0,0,0,0,1,1,23.65,2,3,1,0,0,2,2,2,0,1
6848,65000,目黒区,116,11,1,0,0,1,0,0,0,0,379,18,3,0,0,0,0,1,1,1,1,0
6849,117000,渋谷区,392,6,2,1,1,1,0,1,0,0,480,43.19,12,4,0,1,1,5,6,7,0,0
6850,57000,大田区,56,5,1,0,0,0,0,0,0,1,342,10.72,3,0,-1,0,0,1,1,1,0,1
6851,100500,中野区,88,5,1,0,1,1,0,0,1,0,349,35.51,2,4,0,1,0,3,3,4,0,0
6852,95000,港区,423,2,1,0,0,0,0,0,0,1,218,19.16,12,0,0,1,1,4,5,6,0,0
6853,167500,大田区,56,2,2,1,1,1,0,1,0,0,400,60.9,4,1,0,0,0,4,4,4,1,0
6854,95000,台東区,150,10,1,0,0,1,0,0,0,0,0,25.38,8,5,1,1,1,4,5,6,1,0
6856,172000,中央区,610,3,1,0,0,0,0,0,0,1,134,40.03,14,6,1,1,1,6,7,8,1,0
6857,78000,杉並区,69,6,2,0,0,1,0,0,0,0,402,31,2,1,0,0,0,1,1,1,0,1
6858,95000,江東区,62,4,1,0,0,1,0,0,0,0,104,21.96,14,3,1,1,1,6,7,8,1,0
6859,50000,足立区,41,9,1,0,0,0,0,0,0,1,379,18.06,3,0,2,0,0,5,5,5,1,0
6860,75000,目黒区,116,5,1,0,0,1,0,0,0,0,331,18.07,5,1,0,1,1,3,4,5,1,0
6861,121000,杉並区,69,12,1,1,1,1,0,1,0,0,33,38.73,2,6,1,0,0,4,4,4,0,1
6862,177000,中央区,610,2,1,1,1,1,0,1,0,0,1,40.75,7,6,3,1,1,6,7,8,1,0
6863,159000,大田区,56,3,2,1,1,1,0,1,0,0,303,53.38,3,2,2,0,0,6,6,6,1,0
6864,91000,杉並区,69,5,1,0,0,0,0,0,0,1,125,36.4,2,5,1,0,0,3,3,3,0,1
6866,97000,品川区,98,2,2,0,0,1,0,0,0,0,374,32,7,1,0,0,1,3,4,4,0,0
6867,170000,文京区,128,5,1,1,1,1,0,1,0,0,19,33.71,15,6,1,1,1,6,7,8,1,0
6868,46000,練馬区,45,8,1,0,0,0,0,0,0,1,365,14,2,0,0,0,0,0,0,0,0,1
6870,57000,葛飾区,37,8,1,0,0,1,0,0,0,0,372,21.42,3,0,0,0,0,2,2,2,0,0
6871,91000,江戸川区,43,10,2,0,1,1,0,0,1,0,323,41.5,3,2,0,0,0,4,4,4,1,0
6872,109000,目黒区,116,3,1,0,0,1,0,0,0,0,246,29.87,6,0,1,0,1,1,2,2,1,0
6873,147000,渋谷区,392,3,1,0,0,1,0,0,0,0,144,20.14,13,3,1,1,1,6,7,8,1,0
6874,103000,中央区,610,2,1,0,0,1,0,0,0,0,189,24.45,11,5,1,1,1,6,7,8,1,0
6875,83000,足立区,41,15,1,0,0,1,0,0,0,0,2,25.98,13,4,2,1,1,5,6,7,1,0
6876,145000,墨田区,60,9,1,1,1,1,0,1,0,0,33,30.5,9,5,1,1,1,6,7,8,1,0
6877,130000,練馬区,45,8,3,1,1,1,0,1,0,0,300,56.2,3,3,2,0,0,5,5,5,1,0
6878,62000,品川区,98,3,1,0,0,0,0,0,0,1,333,16,2,0,0,0,0,1,1,1,0,1
6879,103000,大田区,56,10,1,0,0,1,0,0,0,0,50,26.04,6,5,1,1,1,7,8,9,1,0
6880,96000,杉並区,69,13,1,0,0,1,0,0,0,0,187,29.94,11,1,1,0,1,3,4,4,1,0
6881,102000,板橋区,54,4,1,0,0,1,0,0,0,0,11,25.45,5,5,1,1,1,5,6,7,1,0
6882,68000,足立区,41,12,1,0,0,0,0,0,0,1,300,23.85,15,0,1,0,1,4,5,5,0,0
6883,184000,港区,423,8,1,1,1,1,0,1,0,0,374,51.19,24,4,1,1,1,5,6,7,1,0
6884,76000,中野区,88,5,1,0,0,1,0,0,0,0,331,26.3,5,0,0,1,1,3,4,5,1,0
6885,84000,世田谷区,71,13,1,0,0,1,0,0,0,0,232,27.95,3,3,0,1,0,5,5,6,1,0
6886,87000,大田区,56,13,1,0,0,0,0,0,0,1,149,24.83,7,4,0,1,1,5,6,7,1,0
6887,104000,杉並区,69,5,2,0,1,1,0,0,1,0,284,36.45,2,3,0,0,0,3,3,3,0,0
6888,133500,北区,68,3,1,0,0,1,0,0,0,0,8,26.28,5,4,1,0,1,2,3,3,1,0
6889,137000,新宿区,368,4,1,0,0,0,0,0,0,1,55,25.01,13,5,1,1,1,7,8,9,1,0
6890,64000,葛飾区,37,7,1,0,1,1,0,0,1,0,308,30,2,1,0,0,0,3,3,3,0,0
6891,61000,世田谷区,71,12,1,0,0,1,0,0,0,0,357,17.82,2,1,-1,0,0,2,2,2,0,0
6892,80000,杉並区,69,8,2,0,1,1,0,0,1,0,386,37.18,2,1,0,0,0,1,1,1,0,0
6893,199500,墨田区,60,9,3,1,1,1,0,1,0,0,301,82.92,33,4,1,1,1,1,2,3,0,0
6894,188000,世田谷区,71,8,3,1,1,1,0,1,0,0,288,77.04,3,5,1,1,1,4,5,6,1,0
6895,109000,文京区,128,5,1,0,0,1,0,0,0,0,163,23.92,12,5,1,0,1,6,7,7,1,0
6896,130000,杉並区,69,5,1,0,0,0,0,0,0,1,411,28,3,1,0,0,0,2,2,2,0,0
6897,66000,新宿区,368,5,1,0,0,0,0,0,0,1,434,17.65,12,0,0,0,1,2,3,3,0,0
6898,105000,練馬区,45,12,1,1,1,1,0,1,0,0,71,42.76,2,6,1,0,0,5,5,5,0,0
6899,75000,足立区,41,9,1,0,0,1,0,0,0,0,734,27.08,2,1,1,0,0,3,3,3,0,1
6900,79000,新宿区,368,7,1,0,0,1,0,0,0,0,635,23.1,3,1,0,0,0,1,1,1,0,0
6901,122000,品川区,98,3,1,0,1,1,0,0,1,0,174,34.7,5,3,1,1,1,4,5,6,1,0
6902,71000,江戸川区,43,9,2,0,1,1,0,0,1,0,461,30,2,2,0,0,0,2,2,2,0,1
6903,69500,世田谷区,71,9,1,0,0,1,0,0,0,0,221,23.37,2,3,1,1,0,2,2,3,0,0
6904,158000,足立区,41,9,2,1,1,1,0,1,0,0,190,74.25,5,5,2,0,1,6,7,7,1,0
6905,79000,杉並区,69,6,1,0,0,1,0,0,0,0,154,21.17,3,1,0,0,0,4,4,4,0,1
6906,155000,世田谷区,71,5,2,0,1,1,0,0,1,0,25,53.49,2,4,2,0,0,4,4,4,0,1
6907,157000,墨田区,60,4,1,1,1,1,0,1,0,0,60,44.57,7,5,1,0,1,5,6,6,1,0
6908,151000,江東区,62,2,1,1,1,1,0,1,0,0,143,44.4,15,5,3,1,1,5,6,7,1,0
6909,51000,杉並区,69,15,1,0,0,1,0,0,0,0,312,16.93,2,0,0,0,0,0,0,0,0,1
6910,95000,足立区,41,18,1,1,1,1,0,1,0,0,62,42.31,6,6,2,1,1,6,7,8,1,0
6911,125000,江東区,62,5,1,0,0,1,0,0,0,0,6,25.18,15,6,2,1,1,6,7,8,1,0
6912,57000,板橋区,54,2,1,0,0,1,0,0,0,0,383,21,2,0,0,0,0,2,2,2,0,0
6913,58000,板橋区,54,10,1,0,0,1,0,0,0,0,322,19,5,0,-1,1,1,4,5,6,1,0
6914,137000,北区,68,3,1,1,1,1,0,1,0,0,0,46.03,14,6,3,0,1,3,4,4,1,0
6915,56000,中野区,88,10,1,0,0,0,0,0,0,1,305,17.42,3,0,0,0,0,5,5,5,0,0
6916,104500,文京区,128,6,1,0,0,1,0,0,0,0,134,20.72,4,3,1,1,1,3,4,5,1,0
6917,67000,杉並区,69,2,1,0,0,1,0,0,0,0,341,17.5,4,0,0,0,1,5,6,6,1,0
6918,123000,文京区,128,3,2,0,1,1,0,0,1,0,355,39.72,3,1,0,0,0,4,4,4,0,0
6919,124000,世田谷区,71,6,1,1,1,1,0,1,0,0,84,43.25,2,3,0,0,0,3,3,3,0,0
6920,93500,板橋区,54,13,1,0,0,1,0,0,0,0,1,26.92,4,5,1,1,1,5,6,7,1,0
6921,86000,練馬区,45,12,1,0,0,1,1,0,0,0,184,24.45,4,1,-1,0,0,2,2,2,0,0
6922,63000,江戸川区,43,23,2,0,0,1,0,0,0,0,484,35,3,0,0,0,0,1,1,1,0,0
6923,119000,中野区,88,6,2,0,1,1,0,0,1,0,301,41.4,2,2,1,1,0,1,1,2,0,1
6924,100000,葛飾区,37,20,2,1,1,1,0,1,0,0,101,52.3,2,5,2,1,0,4,4,5,0,1
6925,119000,板橋区,54,5,1,1,1,1,0,1,0,0,161,49.79,3,4,1,0,0,2,2,2,0,1
6926,77000,練馬区,45,36,3,0,1,1,0,0,1,0,364,55.55,3,2,0,0,0,3,3,3,1,0
6927,78000,文京区,128,10,1,0,0,1,0,0,0,0,341,22,4,1,-1,0,0,2,2,2,1,0
6928,67000,葛飾区,37,10,2,0,0,1,0,0,0,0,368,32.3,3,3,0,0,0,2,2,2,1,0
6929,172000,新宿区,368,5,1,1,1,1,0,1,0,0,78,46.33,6,6,1,1,1,8,9,10,1,0
6930,72000,杉並区,69,14,1,0,0,1,0,0,0,0,126,26.49,2,2,1,0,0,2,2,2,0,0
6931,70000,中野区,88,8,1,0,0,1,0,0,0,0,312,19,3,0,0,0,0,2,2,2,0,0
6932,127100,江戸川区,43,15,2,1,1,1,0,1,0,0,208,58.44,3,3,1,1,0,5,5,6,1,0
6933,108000,台東区,150,7,1,1,1,1,0,1,0,0,0,45.71,4,5,2,1,0,4,4,5,0,0
6934,72000,荒川区,66,8,1,0,0,0,0,0,0,1,88,17.04,3,2,-1,0,0,3,3,3,0,1
6935,159500,大田区,56,5,1,1,1,1,0,1,0,0,77,60.01,5,5,2,1,1,7,8,9,1,0
6936,55000,新宿区,368,3,1,0,0,0,0,0,0,1,53,10.09,2,3,0,1,0,4,4,5,0,1
6937,60000,大田区,56,4,1,0,0,1,0,0,0,0,479,18,2,1,0,0,0,0,0,0,0,0
6938,104000,台東区,150,6,1,0,0,1,0,0,0,0,354,34.98,5,5,2,0,1,4,5,5,1,0
6939,55000,大田区,56,4,1,0,0,1,0,0,0,0,401,16.03,5,0,-1,0,0,3,3,3,1,0
6940,125000,品川区,98,1,1,0,0,1,0,0,0,0,112,29.41,8,5,1,0,1,6,7,7,1,0
6941,85000,目黒区,116,4,1,0,0,1,0,0,0,0,144,28.98,2,3,-1,0,0,3,3,3,0,1
